,id,hero,speaker,title,duration,slug,viewed_count,index
6853,2214,https://pe.tedcdn.com/images/ted/0511af4aab445591aeeebadc7e8fbb78653b800d_2880x1620.jpg,Robyn Stein DeLuca,The good news about PMS,884,robyn_stein_deluca_the_good_news_about_pms,1290736,1181
6854,1320,https://pe.tedcdn.com/images/ted/8af814e92537e0622a87922807d6cefa05549375_1600x1200.jpg,"Lauren Hodge, Shree Bose + Naomi Shah",Award-winning teenage science in action,976,award_winning_teen_age_science_in_action,913086,1182
6855,881,https://pe.tedcdn.com/images/ted/176721_800x600.jpg,Stewart Brand + Mark Z. Jacobson,Debate: Does the world need nuclear energy?,1379,debate_does_the_world_need_nuclear_energy,1294181,1182
6856,12,https://pe.tedcdn.com/images/ted/b791af59765342190669b0b21c3a49120f8903c0_2880x1620.jpg,Eva Vertes,Meet the future of cancer research,1129,eva_vertes_looks_to_the_future_of_medicine,1030283,1182
6857,718,https://pe.tedcdn.com/images/ted/137261_800x600.jpg,Steven  Cowley,Fusion is energy's future,594,steven_cowley_fusion_is_energy_s_future,706238,1182
6858,1727,https://pe.tedcdn.com/images/ted/a39d3332aa3d0cabe2e4c20ffb1a3934c012ee8b_1600x1200.jpg,Taylor Wilson,My radical plan for small nuclear fission reactors,773,taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors,1546606,1182
6859,1979,https://pe.tedcdn.com/images/ted/ce263768c1940829bb95c7b50ac51c4634cdf720_1600x1200.jpg,Michel Laberge,How synchronized hammer strikes could generate nuclear fusion,770,michel_laberge_how_synchronized_hammer_strikes_could_generate_nuclear_fusion,1038725,1182
6860,1100,https://pe.tedcdn.com/images/ted/ce7fa7dd28cf0770bcdde6b1cba6c865896756ff_1600x1200.jpg,Sarah Kay,If I should have a daughter ...,1105,sarah_kay_if_i_should_have_a_daughter,10529889,1183
6861,453,https://pe.tedcdn.com/images/ted/f2f6d094758c36a61b3ee7992a9b197eb4c07979_2880x1620.jpg,Elizabeth Gilbert,Your elusive creative genius,1149,elizabeth_gilbert_on_genius,13155832,1183
6862,119,https://pe.tedcdn.com/images/ted/233_480x360.jpg,Stew,"""Black Men Ski""",277,stew_says_black_men_ski,577513,1183
6863,2013,https://pe.tedcdn.com/images/ted/82cc87f2ed862ee45d928c19046ee042d5eec0c9_2400x1800.jpg,Stephen Burt,Why people need poetry,792,stephen_burt_why_people_need_poetry,1117905,1183
6864,2411,https://pe.tedcdn.com/images/ted/952396f5b0b7aa178f6198669818c9b1cf324312_2880x1620.jpg,Oscar Schwartz,Can a computer write poetry?,656,oscar_schwartz_can_a_computer_write_poetry,764484,1183
6865,1625,https://pe.tedcdn.com/images/ted/77f51be04c3531bb9b22eb93029eb01a3d991ff1_1600x1200.jpg,Lemon Andersen,Please don't take my Air Jordans,535,lemon_andersen_performs_please_don_t_take_my_air_jordans,1120275,1183
6866,1227,https://pe.tedcdn.com/images/ted/7b2e7e2bac40b3ab6d040991f84b70e2b64a6613_800x600.jpg,Jean-Baptiste Michel + Erez Lieberman Aiden,What we learned from 5 million books,848,what_we_learned_from_5_million_books,1783044,1184
6867,937,https://pe.tedcdn.com/images/ted/192641_800x600.jpg,David McCandless,The beauty of data visualization,1076,david_mccandless_the_beauty_of_data_visualization,2582024,1184
6868,912,https://pe.tedcdn.com/images/ted/b26e09ddd0ffeb774cd3eee2a24424c4ed542677_2880x1620.jpg,Hans Rosling,"Global population growth, box by box",604,hans_rosling_on_global_population_growth,2934296,1184
6869,1181,https://pe.tedcdn.com/images/ted/f88e5356ce534bda61de99617beaaebce332c71a_800x600.jpg,Dave deBronkart,Meet e-Patient Dave,991,dave_debronkart_meet_e_patient_dave,534290,1185
6870,1057,https://pe.tedcdn.com/images/ted/b5dfadb0dfdfb64ffa70aea2837f8937062ad8eb_800x600.jpg,Anders Ynnerman,Visualizing the medical data explosion,996,anders_ynnerman_visualizing_the_medical_data_explosion,463368,1185
6871,1247,https://pe.tedcdn.com/images/ted/83a7b8fb0f62c74731c15dfd913f2d7eb37880f2_800x600.jpg,Jae Rhim Lee,My mushroom burial suit,450,jae_rhim_lee,1426518,1185
6872,2325,https://pe.tedcdn.com/images/ted/629930bb607d58f65c9b70beab410660a9afd904_2880x1620.jpg,BJ Miller,What really matters at the end of life,1147,bj_miller_what_really_matters_at_the_end_of_life,6213921,1185
6873,1744,https://pe.tedcdn.com/images/ted/48545da0486207f2d154d3699b5c5a0ba314245f_1600x1200.jpg,Judy MacDonald Johnston,Prepare for a good end of life,363,judy_macdonald_johnston_prepare_for_a_good_end_of_life,1467963,1185
6874,2212,https://pe.tedcdn.com/images/ted/95a4015b80150ecd8795e24793648c5877612d20_2880x1620.jpg,Alison Killing,"There’s a better way to die, and architecture can help",279,alison_killing_there_s_a_better_way_to_die_and_architecture_can_help,1231182,1185
6875,1133,https://pe.tedcdn.com/images/ted/506afea303c6c3f92efdfeae0daa3749a32c1c43_800x600.jpg,Angela Belcher,Using nature to grow batteries,625,angela_belcher_using_nature_to_grow_batteries,862694,1186
6876,767,https://pe.tedcdn.com/images/ted/150046_800x600.jpg,Bill Gates,Innovating to zero!,1669,bill_gates,4329356,1186
6877,51,https://pe.tedcdn.com/images/ted/170_480x360.jpg,Amory Lovins,Winning the oil endgame,1184,amory_lovins_on_winning_the_oil_endgame,832705,1186
6878,619,https://pe.tedcdn.com/images/ted/f9ba0b7f802ef506e9436f033e7880f817e2a266_1600x1200.jpg,Eric Giler,A demo of wireless electricity,609,eric_giler_demos_wireless_electricity,2088997,1186
6879,450,https://pe.tedcdn.com/images/ted/68608_800x600.jpg,Bill Gross,A solar energy system that tracks the sun,1195,bill_gross_on_new_energy,612940,1186
6880,1249,https://pe.tedcdn.com/images/ted/674cc62675a39a02d8a98c6c73bac9aa4ba2bbe1_800x600.jpg,Justin Hall-Tipping,Freeing energy from the grid,765,justin_hall_tipping_freeing_energy_from_the_grid,1048906,1186
6881,1195,https://pe.tedcdn.com/images/ted/125797a95411e0682b7a67ab7b16bae1b9e35afc_1600x1200.jpg,Markus Fischer,A robot that flies like a bird,379,a_robot_that_flies_like_a_bird,6264912,1187
6882,1376,https://pe.tedcdn.com/images/ted/8aa84e7e5d405e75f19fc51bf6f9918312fff4e5_800x600.jpg,Vijay Kumar,Robots that fly ... and cooperate,1006,vijay_kumar_robots_that_fly_and_cooperate,4234343,1187
6883,614,https://pe.tedcdn.com/images/ted/e8430d354d96172c304305fc026b2fdf3d36b6b3_2880x1620.jpg,Janine Benyus,Biomimicry in action,1062,janine_benyus_biomimicry_in_action,1118970,1187
6884,1260,https://pe.tedcdn.com/images/ted/f9875448d96cf52c35156d85e983ff7f4df3ebdc_800x600.jpg,Anna Mracek Dietrich,A plane you can drive,578,anna_mracek_dietrich_a_plane_you_can_drive,924765,1187
6885,2440,https://pe.tedcdn.com/images/ted/6deb9d6006d9f495f7963cb4051a1e350ffb9ae6_2880x1620.jpg,Raffaello D'Andrea,Meet the dazzling flying machines of the future,695,raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future,2560318,1187
6886,429,https://pe.tedcdn.com/images/ted/65190_800x600.jpg,Paul Moller,My dream of a flying car,939,paul_moller_on_the_skycar,417730,1187
6887,1049,https://pe.tedcdn.com/images/ted/5de7705c31ec74baf24db086921661a6f45e5d34_800x600.jpg,Jody Williams,A realistic vision for world peace,652,jody_williams_a_realistic_vision_for_world_peace,667224,1188
6888,1013,https://pe.tedcdn.com/images/ted/ff75b3c97443fdc2af8c699cd0e1b2d760252cc8_800x600.jpg,Zainab Salbi,"Women, wartime and the dream of peace",1066,zainab_salbi,505719,1188
6889,930,https://pe.tedcdn.com/images/ted/799b1fad36b7304a6e5a18984ca0bbdc2ef75028_1600x1200.jpg,Sheryl WuDunn,Our century's greatest injustice,1102,sheryl_wudunn_our_century_s_greatest_injustice,1049850,1188
6890,751,https://pe.tedcdn.com/images/ted/bcb8a0ada2ec0012b2fb1405ceb2b8f3986edc83_1600x1200.jpg,Eve Ensler,Embrace your inner girl,1194,eve_ensler_embrace_your_inner_girl,1224293,1188
6891,2295,https://pe.tedcdn.com/images/ted/1ced1956ccf6f535c276e51ed5a76132013a6d7e_2880x1620.jpg,Memory Banda,A warrior’s cry against child marriage,758,memory_banda_a_warrior_s_cry_against_child_marriage,1241200,1188
6892,1672,https://pe.tedcdn.com/images/ted/9c94a970f918c9cc47e7428d086ff28f87fd4252_1600x1200.jpg,Kakenya Ntaiya,A girl who demanded school,916,kakenya_ntaiya_a_girl_who_demanded_school,2460123,1188
6893,1127,https://pe.tedcdn.com/images/ted/af3e5f3af7d4337790cf0904b483629974aee789_800x600.jpg,John Hunter,Teaching with the World Peace Game,1190,john_hunter_on_the_world_peace_game,1394215,1189
6894,1219,https://pe.tedcdn.com/images/ted/717df40dd9fc6cc785ab1a65b2187d62699dba8b_800x600.jpg,Raghava KK,Shake up your story,270,raghava_kk_shake_up_your_story,946355,1189
6895,1111,https://pe.tedcdn.com/images/ted/47bb923ce47da7654a980051f0277a85689d6b30_800x600.jpg,AnnMarie Thomas,Hands-on science with squishy circuits,248,annmarie_thomas_squishy_circuits,856327,1189
6896,1609,https://pe.tedcdn.com/images/ted/5f2664e1719250f544087c3f138ee9769ee4b98f_2880x1620.jpg,Leah Buechley,"How to ""sketch"" with electronics",393,leah_buechley_how_to_sketch_with_electronics,766303,1189
6897,1785,https://pe.tedcdn.com/images/ted/3940485bcf51c57b5c9740d02f048451fddd58c8_1600x1200.jpg,Michael Green,Why we should build wooden skyscrapers,742,michael_green_why_we_should_build_wooden_skyscrapers,1207542,1189
6898,231,https://pe.tedcdn.com/images/ted/33968_480x360.jpg,Frank Gehry,My days as a young rebel,2678,frank_gehry_as_a_young_rebel,620814,1189
6899,1211,https://pe.tedcdn.com/images/ted/d86701d1f48e7f7e9d8808cc972ee8b06182ad2e_1600x1200.jpg,Marco Tempest,The magic of truth and lies (and iPods),307,marco_tempest_the_magic_of_truth_and_lies_on_ipods,5447241,1190
6900,1262,https://pe.tedcdn.com/images/ted/2a6e6ff002f8983073f8b4d1bb7779f48ba08351_800x600.jpg,Marco Tempest,"Augmented reality, techno-magic",344,marco_tempest_the_augmented_reality_of_techno_magic,1042791,1190
6901,327,https://pe.tedcdn.com/images/ted/30bd0383a3bae69754054546335f24f755648e1f_1600x1200.jpg,Lennart Green,Close-up card magic with a twist,1868,lennart_green_does_close_up_card_magic,4204873,1190
6902,1602,https://pe.tedcdn.com/images/ted/d8133164d6f953f536873a0fccb23413e4f90f2f_1600x1200.jpg,Marco Tempest,A cyber-magic card trick like no other,395,marco_tempest_a_cyber_magic_card_trick_like_no_other,1965804,1190
6903,1612,https://pe.tedcdn.com/images/ted/c72763a9a047a5430d9c3c71211608b2ec5f7e18_1600x1200.jpg,Jeff Hancock,The future of lying,1111,jeff_hancock_3_types_of_digital_lies,1198583,1190
6904,792,https://pe.tedcdn.com/images/ted/29bbae6b7fe0aee46c15504b4d34be3eea148017_2880x1620.jpg,Eric Mead,The magic of the placebo,545,eric_mead_the_magic_of_the_placebo,1022436,1190
6905,91,https://pe.tedcdn.com/images/ted/154_480x360.jpg,Jacqueline Novogratz,Invest in Africa's own solutions,773,jacqueline_novogratz_invests_in_ending_poverty,705431,1191
6906,1348,https://pe.tedcdn.com/images/ted/1af0197f4a22eadf77f34a061fae16448d6e0497_2880x1620.jpg,Aleph Molinari,Let's bridge the digital divide!,594,aleph_molinari_let_s_bridge_the_digital_divide,115346,1191
6907,270,https://pe.tedcdn.com/images/ted/1cffd7f06b5754232bc90a0ca15b1339487d7200_2400x1800.jpg,Paul Collier,"The ""bottom billion""",1011,paul_collier_shares_4_ways_to_help_the_bottom_billion,990281,1191
6908,1329,https://pe.tedcdn.com/images/ted/b8b0b3e24229c2823cba77f2c3a00dc3b7c5ff70_800x600.jpg,Clay Shirky,Why SOPA is a bad idea,839,defend_our_freedom_to_share_or_why_sopa_is_a_bad_idea,1275141,1192
6909,871,https://pe.tedcdn.com/images/ted/174123_800x600.jpg,Lawrence Lessig,Re-examining the remix,1125,lessig_nyed,389961,1192
6910,1245,https://pe.tedcdn.com/images/ted/d1dae0235bca76fb5f1dc939638a0062acf12f93_800x600.jpg,Michael Nielsen,Open science now!,982,michael_nielsen_open_science_now,138812,1192
6911,1119,https://pe.tedcdn.com/images/ted/d71d55cacb981056bca4cb914008305e70dcdeb7_2880x1620.jpg,Dave Meslin,The antidote to apathy,425,dave_meslin_the_antidote_to_apathy,1612930,1192
6912,1510,https://pe.tedcdn.com/images/ted/8a2d1681d687b0ccb065b08d2f153af19258b2b5_800x600.jpg,Jamie Drummond,Let's crowdsource the world's goals,730,jamie_drummond_how_to_set_goals_for_the_world,509747,1192
6913,880,https://pe.tedcdn.com/images/ted/176498_800x600.jpg,Rory Sutherland,Sweat the small stuff,757,rory_sutherland_sweat_the_small_stuff,1056994,1192
6914,126,https://pe.tedcdn.com/images/ted/372_480x360.jpg,Tierney Thys,Swim with the giant sunfish,1001,tierney_thys_swims_with_the_giant_sunfish,870501,1193
6915,206,https://pe.tedcdn.com/images/ted/49306f30dbac9aa73e1e57aca532330b9532cd7f_1600x1200.jpg,David Gallo,Underwater astonishments,327,david_gallo_shows_underwater_astonishments,13926356,1193
6916,833,https://pe.tedcdn.com/images/ted/164498_800x600.jpg,Edith Widder,Glowing life in an underwater world,1039,edith_widder_glowing_life_in_an_underwater_world,579758,1193
6917,1050,https://pe.tedcdn.com/images/ted/c51aa07322a1c025c966a77e45315944967fbef2_1600x1200.jpg,Amber Case,We are all cyborgs now,473,amber_case_we_are_all_cyborgs_now,1475354,1194
6918,1201,https://pe.tedcdn.com/images/ted/1c82493a6f6e64750d43b1f6e301549bc466f117_2880x1620.jpg,Adam Ostrow,After your final status update,329,adam_ostrow_after_your_final_status_update,1134966,1194
6919,916,https://pe.tedcdn.com/images/ted/183882_800x600.jpg,Ethan Zuckerman,Listening to global voices,1185,ethan_zuckerman,694716,1194
6920,2435,https://pe.tedcdn.com/images/ted/f12603fe51178246201b821d5d08e806cabb4c2b_2880x1620.jpg,Celeste Headlee,10 ways to have a better conversation,704,celeste_headlee_10_ways_to_have_a_better_conversation,8444043,1194
6921,1070,https://pe.tedcdn.com/images/ted/d5d8a98861dcc5ee45ddc721bec6cf00005aafc6_2400x1800.jpg,Cynthia Breazeal,The rise of personal robots,844,cynthia_breazeal_the_rise_of_personal_robots,1064575,1194
6922,2802,https://pe.tedcdn.com/images/ted/0fc3715f6144e8d835e4ad63057656bccbf8e67f_2880x1620.jpg,Tristan Harris,How a handful of tech companies control billions of minds every day,1020,tristan_harris_the_manipulative_tricks_tech_companies_use_to_capture_your_attention,1345080,1194
6923,374,https://pe.tedcdn.com/images/ted/078a7ecb2d3088979fc2e0e09a51572e372b28c7_2880x1620.jpg,John Hodgman,"Aliens, love -- where are they?",1000,john_hodgman_s_brief_digression,1935230,1195
6924,205,https://pe.tedcdn.com/images/ted/d1336ca1c021209da3838b06360e6b8db33a7b84_2880x1620.jpg,J.J. Abrams,The mystery box,1082,j_j_abrams_mystery_box,3519709,1195
6925,510,https://pe.tedcdn.com/images/ted/82833_800x600.jpg,Emily Levine,A theory of everything,1372,emily_levine_s_theory_of_everything,2049928,1195
6926,346,https://pe.tedcdn.com/images/ted/53153_480x360.jpg,Brewster Kahle,A free digital library,1206,brewster_kahle_builds_a_free_digital_library,445789,1195
6927,2180,https://pe.tedcdn.com/images/ted/2ff057a4bb41b2246c65370cf104a8ffa0dfc75a_2880x1620.jpg,Brian Dettmer,Old books reborn as art,366,brian_dettmer_old_books_reborn_as_intricate_art,1159924,1195
6928,1134,https://pe.tedcdn.com/images/ted/9bfe6c1169ec976395a370f53eecaf7dfbcc9147_800x600.jpg,Mike Matas,A next-generation digital book,274,mike_matas,1507051,1195
6929,580,https://pe.tedcdn.com/images/ted/97054_800x600.jpg,Catherine Mohr,"Surgery's past, present and robotic future",1135,catherine_mohr_surgery_s_past_present_and_robotic_future,680996,1196
6930,1168,https://pe.tedcdn.com/images/ted/c95178fd819125c136730ce0403b140181f4eb82_800x600.jpg,Daniel Kraft,Medicine's future? There's an app for that,1101,daniel_kraft_medicine_s_future,869849,1196
6931,57,https://pe.tedcdn.com/images/ted/1345_480x360.jpg,Robert Fischell,My wish: Three unusual medical inventions,1609,robert_fischell_on_medical_inventing,383024,1196
6932,2571,https://pe.tedcdn.com/images/ted/5163f1ef6f15611f3e39a25c7ce786b7bec7c6af_2880x1620.jpg,Vanessa Ruiz,The spellbinding art of human anatomy,682,vanessa_ruiz_the_spellbinding_art_of_human_anatomy,1257386,1196
6933,726,https://pe.tedcdn.com/images/ted/139629_800x600.jpg,Nick Veasey,Exposing the invisible,798,nick_veasey_exposing_the_invisible_1,1780198,1196
6934,2711,https://pe.tedcdn.com/images/ted/5e9bba9dfcd7dd8208bcc7babe14ae2df97ba7c8_2880x1620.jpg,Peter Weinstock,Lifelike simulations that make real-life surgery safer,1018,peter_weinstock_lifelike_simulations_that_make_real_life_surgery_safer,882752,1196
6935,1195,https://pe.tedcdn.com/images/ted/125797a95411e0682b7a67ab7b16bae1b9e35afc_1600x1200.jpg,Markus Fischer,A robot that flies like a bird,379,a_robot_that_flies_like_a_bird,6264912,1197
6936,667,https://pe.tedcdn.com/images/ted/126194_800x600.jpg,Rachel Armstrong,Architecture that repairs itself?,452,rachel_armstrong_architecture_that_repairs_itself,1095433,1197
6937,1138,https://pe.tedcdn.com/images/ted/f4c1700e2f5ff8e8954ab09ffc9709fcf1447262_800x600.jpg,Suzanne Lee,Grow your own clothes,400,suzanne_lee_grow_your_own_clothes,1218884,1197
6938,603,https://pe.tedcdn.com/images/ted/102955_800x600.jpg,Nina Jablonski,Skin color is an illusion,888,nina_jablonski_breaks_the_illusion_of_skin_color,996705,1197
6939,662,https://pe.tedcdn.com/images/ted/124104_800x600.jpg,Paul Debevec,Animating a photo-real digital face,366,paul_debevec_animates_a_photo_real_digital_face,748864,1197
6940,2734,https://pe.tedcdn.com/images/ted/2c9af057b4ca96f5d625d3110d5439b60fc22c5d_2880x1620.jpg,Siamak Hariri,How do you build a sacred space?,766,siamak_hariri_how_do_you_build_a_sacred_space,1097825,1197
6941,208,https://pe.tedcdn.com/images/ted/026d2634ca5b6cffe47d87240a791805e382a965_2880x1620.jpg,Bernie Dunlap,The life-long learner,1148,ben_dunlap_talks_about_a_passionate_life,1854062,1198
6942,1100,https://pe.tedcdn.com/images/ted/ce7fa7dd28cf0770bcdde6b1cba6c865896756ff_1600x1200.jpg,Sarah Kay,If I should have a daughter ...,1105,sarah_kay_if_i_should_have_a_daughter,10529896,1198
6943,66,https://pe.tedcdn.com/images/ted/6b6eb940bceab359ca676a9b486aae475c1df883_2880x1620.jpg,Ken Robinson,Do schools kill creativity?,1164,ken_robinson_says_schools_kill_creativity,47229266,1198
6944,1018,https://pe.tedcdn.com/images/ted/cb149b15cf6c910832370a2cff7959d12e74cd86_2880x1620.jpg,Marcel Dicke,Why not eat insects?,994,marcel_dicke_why_not_eat_insects,1393544,1199
6945,1,https://pe.tedcdn.com/images/ted/a2194b4ef5170bd9e9b086c5053e09cdf3545960_2880x1620.jpg,Al Gore,Averting the climate crisis,977,al_gore_on_averting_climate_crisis,3200602,1199
6946,365,https://pe.tedcdn.com/images/ted/4f73292e7192714ccb81c00c96fa7cb0c1e5244f_2880x1620.jpg,Jared Diamond,Why do societies collapse?,1101,jared_diamond_on_why_societies_collapse,1636444,1199
6947,945,https://pe.tedcdn.com/images/ted/195010_800x600.jpg,Johan Rockstrom,Let the environment guide our development,1090,johan_rockstrom_let_the_environment_guide_our_development,924819,1199
6948,2875,https://pe.tedcdn.com/images/ted/e1f298ebacea1ed85e8c2066f8cf4c6e8de8fcfe_2880x1620.jpg,Pierre Thiam,A forgotten ancient grain that could help Africa prosper,934,pierre_thiam_a_forgotten_ancient_grain_that_could_help_africa_prosper,525053,1199
6949,1306,https://pe.tedcdn.com/images/ted/ce482bc47ad27c6eeaaafb4a539f029eee2e8311_800x600.jpg,Roger Doiron,My subversive (garden) plot,1129,roger_doiron_my_subversive_garden_plot,191557,1199
6950,144,https://pe.tedcdn.com/images/ted/12753_480x360.jpg,Jonathan Harris,The Web's secret stories,1030,jonathan_harris_tells_the_web_s_secret_stories,1049749,1200
6951,208,https://pe.tedcdn.com/images/ted/026d2634ca5b6cffe47d87240a791805e382a965_2880x1620.jpg,Bernie Dunlap,The life-long learner,1148,ben_dunlap_talks_about_a_passionate_life,1854062,1200
6952,1167,https://pe.tedcdn.com/images/ted/1f489aae565403e0c76084e13dccfa31e71d52b2_1600x1200.jpg,JD Schramm,Break the silence for suicide attempt survivors,254,jd_schramm,1621715,1200
6953,1634,https://pe.tedcdn.com/images/ted/21f4d05961a6c8ee1c20015f41c2d828d5c09917_1600x1200.jpg,Steven Addis,"A father-daughter bond, one photo at a time",218,steven_addis_a_father_daughter_bond_one_photo_at_a_time,1405904,1200
6954,21,https://pe.tedcdn.com/images/ted/3_480x360.jpg,Mena Trott,Meet the founder of the blog revolution,1006,mena_trott_tours_her_blog_world,518647,1200
6955,2222,https://pe.tedcdn.com/images/ted/951ba042af28814253caf72a9c5b85b04e7912aa_2880x1620.jpg,Dave Isay,Everyone around you has a story the world needs to hear,1298,dave_isay_everyone_around_you_has_a_story_the_world_needs_to_hear,1839845,1200
6956,341,https://pe.tedcdn.com/images/ted/d0cb457c07c026bd2af305bd40fb28331abcb105_2880x1620.jpg,Jonathan Haidt,The moral roots of liberals and conservatives,1122,jonathan_haidt_on_the_moral_mind,2724293,1201
6957,2307,https://pe.tedcdn.com/images/ted/2a1d25fa549ff2378390613d4514ddc9fefec5c4_2880x1620.jpg,Yuval Noah Harari,What explains the rise of humans?,1028,yuval_noah_harari_what_explains_the_rise_of_humans,2556608,1201
6958,11,https://pe.tedcdn.com/images/ted/6a8a27b4553f4e39d96139e5199f5bf8a354b410_2880x1620.jpg,Jane Goodall,What separates us from chimpanzees?,1645,jane_goodall_on_what_separates_us_from_the_apes,1663032,1201
6959,340,https://pe.tedcdn.com/images/ted/7a21e58e253923a5e9a65718c3103aebaa05b8c0_2880x1620.jpg,Jane Goodall,How humans and animals can live together,1426,jane_goodall_at_tedglobal_07,556204,1201
6960,2254,https://pe.tedcdn.com/images/ted/8e269b19d65573b6b6252345584e8d3b7cde4e6e_2880x1620.jpg,Steven Wise,Chimps have feelings and thoughts. They should also have rights,857,steven_wise_chimps_have_feelings_and_thoughts_they_should_also_have_rights,1028536,1201
6961,351,https://pe.tedcdn.com/images/ted/708fb1016e05e4d0d86e99caaf1202f41c21687e_2880x1620.jpg,Marvin Minsky,Health and the human mind,813,marvin_minsky_on_health_and_the_human_mind,513096,1201
6962,970,https://pe.tedcdn.com/images/ted/ba398f488e0286919a58133fd39066b55d20b2fe_2880x1620.jpg,Mechai Viravaidya,How Mr. Condom made Thailand a better place for life and love,830,mechai_viravaidya_how_mr_condom_made_thailand_a_better_place,1059103,1202
6963,1964,https://pe.tedcdn.com/images/ted/1c443a121cbd80555dd1cf7389359b5050786e07_1600x1200.jpg,Bill and Melinda Gates,Why giving away our wealth has been the most satisfying thing we've done,1500,bill_and_melinda_gates_why_giving_away_our_wealth_has_been_the_most_satisfying_thing_we_ve_done,3130735,1202
6964,818,https://pe.tedcdn.com/images/ted/161751_800x600.jpg,Elizabeth Pisani,"Sex, drugs and HIV -- let's get rational",1154,elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational_1,1222812,1202
6965,2547,https://pe.tedcdn.com/images/ted/71fff35c67aa8eecc6dbf4f23bf6600db960b012_2880x1620.jpg,Leila Hoteit,3 lessons on success from an Arab businesswoman,842,leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman,1827346,1202
6966,974,https://pe.tedcdn.com/images/ted/205077_800x600.jpg,Hans Rosling,The good news of the decade? We're winning the war against child mortality,934,hans_rosling_the_good_news_of_the_decade,738896,1202
6967,1040,https://pe.tedcdn.com/images/ted/ba6d4cdee53ae12d2db55a733409fac7e92c022c_2880x1620.jpg,Sheryl Sandberg,Why we have too few women leaders,898,sheryl_sandberg_why_we_have_too_few_women_leaders,7431252,1202
6968,1181,https://pe.tedcdn.com/images/ted/f88e5356ce534bda61de99617beaaebce332c71a_800x600.jpg,Dave deBronkart,Meet e-Patient Dave,991,dave_debronkart_meet_e_patient_dave,534290,1203
6969,601,https://pe.tedcdn.com/images/ted/102332_800x600.jpg,Daniel Kraft,A better way to harvest bone marrow,254,daniel_kraft_invents_a_better_way_to_harvest_bone_marrow,462625,1203
6970,1317,https://pe.tedcdn.com/images/ted/5643955701b0b98df0a4479278fc9a08bf016a1e_800x600.jpg,Michelle Borkin,Can astronomers help doctors?,581,michelle_borkin_can_astronomers_help_doctors,161462,1203
6971,1421,https://pe.tedcdn.com/images/ted/b7d298d07402bd380720a6f48b9bb73dbc4554fd_800x600.jpg,Atul Gawande,How do we heal medicine?,1159,atul_gawande_how_do_we_heal_medicine,1654299,1203
6972,2711,https://pe.tedcdn.com/images/ted/5e9bba9dfcd7dd8208bcc7babe14ae2df97ba7c8_2880x1620.jpg,Peter Weinstock,Lifelike simulations that make real-life surgery safer,1018,peter_weinstock_lifelike_simulations_that_make_real_life_surgery_safer,882752,1203
6973,580,https://pe.tedcdn.com/images/ted/97054_800x600.jpg,Catherine Mohr,"Surgery's past, present and robotic future",1135,catherine_mohr_surgery_s_past_present_and_robotic_future,680996,1203
6974,1236,https://pe.tedcdn.com/images/ted/01729290f828b76e91f30e5e7ade70e7d54d256c_800x600.jpg,Yang Lan,The generation that's remaking China,1034,yang_lan,1776838,1204
6975,832,https://pe.tedcdn.com/images/ted/164505_800x600.jpg,Eric Whitacre,A choir as big as the Internet,255,a_choir_as_big_as_the_internet,399280,1204
6976,117,https://pe.tedcdn.com/images/ted/7087_480x360.jpg,Natalie MacMaster,Cape Breton fiddling in reel time,311,natalie_macmaster_fiddles_in_reel_time,717018,1204
6977,158,https://pe.tedcdn.com/images/ted/b16a18dadf418183ae3941d28e21f6a68173f2c2_2880x1620.jpg,Vusi Mahlasela,"""Thula Mama""",606,vusi_mahlasela_sings_thula_mama,531977,1204
6978,2345,https://pe.tedcdn.com/images/ted/8a93dd2e23f0b10e2dbb2bb352dfab11a2a083bc_2880x1620.jpg,Teitur,Home is a song I've always remembered,649,teitur_home_is_a_song_i_ve_always_remembered,1034507,1204
6979,1912,https://pe.tedcdn.com/images/ted/6517a673ec92e537f7166173f6ff9ec809455984_1600x1200.jpg,Joe Kowan,How I beat stage fright,483,joe_kowan_how_i_beat_stage_fright,2296847,1204
6980,1060,https://pe.tedcdn.com/images/ted/eb6802580f62a146f6c9d85a171908cac16a6753_800x600.jpg,Thomas Goetz,It's time to redesign medical data,993,thomas_goetz_it_s_time_to_redesign_medical_data,497627,1205
6981,748,https://pe.tedcdn.com/images/ted/c5b05138beb982d51618c54bf0efafdb4bcc596b_1600x1200.jpg,Bill Davenhall,Your health depends on where you live,565,bill_davenhall_your_health_depends_on_where_you_live,761727,1205
6982,1337,https://pe.tedcdn.com/images/ted/14765470ac8f21fab31f7c139c40387488354dcf_1600x1200.jpg,Brian Goldman,Doctors make mistakes. Can we talk about that?,1168,brian_goldman_doctors_make_mistakes_can_we_talk_about_that,1324839,1205
6983,1419,https://pe.tedcdn.com/images/ted/55d3e2b1e1eab39cda812f1d03d5d0de30d8700e_800x600.jpg,Tal Golesworthy,How I repaired my own heart,794,tal_golesworthy_how_i_repaired_my_own_heart,1324704,1205
6984,1711,https://pe.tedcdn.com/images/ted/c0694f2a60d1de3e606ab3c8f368ef037b39766d_1600x1200.jpg,Eric Dishman,Health care should be a team sport,959,eric_dishman_health_care_should_be_a_team_sport,836693,1205
