,index,tags
11442,1502,testing
11443,1503,aging
11444,1503,culture
11445,1503,goal-setting
11446,1503,youth
11447,1504,culture
11448,1504,data
11449,1504,sociology
11450,1504,technology
11451,1505,art
11452,1505,china
11453,1505,global
11454,1505,issues
11455,1505,identity
11456,1505,photography
11457,1506,creativity
11458,1506,invention
11459,1506,technology
11460,1506,toy
11461,1507,TED
11462,1507,Brain
11463,1507,Trust
11464,1507,culture
11465,1507,design
11466,1507,interface
11467,1507,design
11468,1507,technology
11469,1508,global
11470,1508,issues
11471,1508,philanthropy
11472,1508,philosophy
11473,1508,social
11474,1508,change
11475,1509,art
11476,1509,disability
11477,1509,personal
11478,1509,growth
11479,1510,aging
11480,1510,culture
11481,1510,death
11482,1510,humanity
11483,1510,life
11484,1511,architecture
11485,1511,design
11486,1511,infrastructure
11487,1511,open-source
11488,89,creativity
11489,89,entertainment
11490,89,live
11491,89,music
11492,89,music
11493,89,performance
11494,1513,art
11495,1513,design
11496,1513,gaming
11497,1513,museums
11498,1514,Gender
11499,1514,equality
11500,1514,TEDx
11501,1514,feminism
11502,1514,men
11503,1514,sexual
11504,1514,violence
11505,1514,violence
11506,1514,women
11507,1515,TEDx
11508,1515,animals
11509,1515,anthropology
11510,1515,deextinction
11511,1515,evolution
11512,1516,creativity
11513,1516,culture
11514,1516,entertainment
11515,1516,introvert
11516,1516,library
11517,1516,literature
11518,1517,children
11519,1517,culture
11520,1517,disability
11521,1517,family
11522,1517,love
11523,1517,mental
11524,1517,health
11525,1518,behavioral
11526,1518,economics
11527,1518,energy
11528,1518,psychology
11529,1519,Africa
11530,1519,corruption
11531,1519,crime
11532,1519,global
11533,1519,issues
11534,1519,journalism
11535,1520,animals
11536,1520,biology
11537,1520,brain
11538,1520,cognitive
11539,1520,science
11540,1520,communication
11541,1520,computers
11542,1520,intelligence
11543,1520,language
11544,1520,neuroscience
11545,1520,oceans
11546,1520,science
11547,1520,speech
11548,1521,creativity
11549,1521,economics
11550,1521,entertainment
11551,1521,film
11552,1521,movies
11553,1522,economics
11554,1522,robots
11555,1522,work
11556,1523,drones
11557,1523,robots
11558,1523,technology
11559,1524,Europe
11560,1524,democracy
11561,1524,economics
11562,1524,global
11563,1524,issues
11564,1524,politics
11565,1525,drones
11566,1525,entertainment
11567,1525,robots
11568,1525,technology
11569,1525,war
11570,1525,writing
11571,1526,Islam
11572,1526,Middle
11573,1526,East
11574,1526,cars
11575,1526,culture
11576,1526,feminism
11577,1526,global
11578,1526,issues
11579,1526,women
11580,1527,business
11581,1527,economics
11582,1527,global
11583,1527,issues
11584,1527,prediction
11585,1528,Africa
11586,1528,TED
11587,1528,Fellows
11588,1528,business
11589,1528,technology
11590,1529,family
11591,1529,global
11592,1529,issues
11593,1530,TEDx
11594,1530,architecture
11595,1530,design
11596,1530,global
11597,1530,issues
11598,1530,health
11599,1530,public
11600,1530,health
11601,1530,sanitation
11602,1531,TED
11603,1531,Fellows
11604,1531,entertainment
11605,1531,nature
11606,1531,photography
11607,1531,weather
11608,1532,Islam
11609,1532,culture
11610,1532,faith
11611,1532,global
11612,1532,issues
11613,1532,peace
11614,1532,religion
11615,1533,health
11616,1533,health
11617,1533,care
11618,1533,medical
11619,1533,research
11620,1533,medicine
11621,1533,obesity
11622,1533,public
11623,1533,health
11624,1534,art
11625,1534,comedy
11626,1534,design
11627,1534,humor
11628,1535,Bioethics
11629,1535,DNA
11630,1535,TEDx
11631,1535,activism
11632,1535,animals
11633,1535,biodiversity
11634,1535,biology
11635,1535,climate
11636,1535,change
11637,1535,conservation
11638,1535,deextinction
11639,1535,environment
11640,1535,genetics
11641,1535,history
11642,1535,innovation
11643,1535,life
11644,1535,paleontology
11645,1535,science
11646,1535,synthetic
11647,1535,biology
11648,1536,robots
11649,1536,work
11650,1537,Asia
11651,1537,business
11652,1537,china
11653,1537,democracy
11654,1537,global
11655,1537,issues
11656,1537,politics
11657,1538,TEDx
11658,1538,data
11659,1538,global
11660,1538,issues
11661,1538,health
11662,1538,technology
11663,1539,TED
11664,1539,Fellows
11665,1539,computers
11666,1539,design
11667,1539,interface
11668,1539,design
11669,1539,technology
11670,1539,virtual
11671,1539,reality
11672,1540,children
11673,1540,entertainment
11674,1540,live
11675,1540,music
11676,1540,music
11677,1540,performance
11678,1540,wunderkind
11679,1541,business
11680,1541,corruption
11681,1541,energy
11682,1541,global
11683,1541,issues
11684,1542,architecture
11685,1542,design
11686,1542,materials
11687,1543,Internet
11688,1543,animals
11689,1543,technology
11690,1544,Internet
11691,1544,biology
11692,1544,cancer
11693,1544,disease
11694,1544,health
11695,1544,medical
11696,1544,research
11697,1544,medicine
11698,1544,molecular
11699,1544,biology
11700,1544,nanoscale
11701,1544,science
11702,1544,youth
11703,1545,culture
11704,1545,food
11705,1545,sex
11706,1546,animals
11707,1546,nature
11708,1546,sound
11709,1547,beauty
11710,1547,nature
11711,1547,photography
11712,1547,weather
11713,1548,culture
11714,1548,happiness
11715,1548,travel
11716,1548,world
11717,1548,cultures
11718,1548,writing
11719,1549,bacteria
11720,1549,biology
11721,1549,ecology
11722,1549,environment
11723,1549,green
11724,1549,microbes
11725,1549,microbiology
11726,1549,oceans
11727,1549,plastic
11728,1549,pollution
11729,1549,sanitation
11730,1549,science
11731,1549,youth
11732,1550,TEDx
11733,1550,creativity
11734,1550,live
11735,1550,music
11736,1550,music
11737,1551,Senses
11738,1551,TEDx
11739,1551,behavioral
11740,1551,economics
11741,1551,biology
11742,1551,brain
11743,1551,cognitive
11744,1551,science
11745,1551,consciousness
11746,1551,humanity
11747,1551,identity
11748,1551,intelligence
11749,1551,mind
11750,1551,neuroscience
11751,1551,philosophy
11752,1551,psychology
11753,1551,religion
11754,1551,robots
11755,1551,science
11756,1551,self
11757,1552,design
11758,1552,entertainment
11759,1552,materials
11760,1552,technology
11761,1553,children
11762,1553,health
11763,1553,care
11764,1553,parenting
11765,1554,advertising
11766,1554,business
11767,1554,marketing
11768,1554,money
11769,1554,trust
11770,1555,culture
11771,1555,money
11772,1556,design
11773,1556,flight
11774,1556,industrial
11775,1556,design
11776,1556,manufacturing
11777,1556,transportation
11778,1557,TEDMED
11779,1557,health
11780,1557,health
11781,1557,care
11782,1557,medicine
11783,1557,peace
11784,1558,creativity
11785,1558,entertainment
11786,1558,fear
11787,1558,film
11788,1558,theater
11789,1559,TEDx
11790,1559,cars
11791,1559,children
11792,1559,data
11793,1559,health
11794,1559,medicine
11795,1559,sports
11796,1559,technology
11797,1560,creativity
11798,1560,entertainment
11799,1560,music
11800,1560,technology
11801,1561,TEDx
11802,1561,culture
11803,1561,language
11804,1561,philosophy
11805,1562,Senses
11806,1562,creativity
11807,1562,design
11808,1562,sight
11809,1562,smell
11810,1563,Africa
11811,1563,culture
11812,1563,design
11813,1563,language
11814,1563,writing
11815,1564,health
11816,1564,health
11817,1564,care
11818,1564,mental
11819,1564,health
11820,1565,Autism
11821,1565,spectrum
11822,1565,disorder
11823,1565,TEDx
11824,1565,disability
11825,1565,live
11826,1565,music
11827,1565,music
11828,1566,TEDx
11829,1566,corruption
11830,1566,culture
11831,1566,global
11832,1566,issues
11833,1566,women
11834,1566,in
11835,1566,business
11836,1567,TEDx
11837,1567,architecture
11838,1567,disaster
11839,1567,relief
11840,1567,materials
11841,1567,natural
11842,1567,disaster
11843,1568,biology
11844,1568,brain
11845,1568,cognitive
11846,1568,science
11847,1568,consciousness
11848,1568,health
11849,1568,memory
11850,1568,mental
11851,1568,health
11852,1568,mind
11853,1568,neuroscience
11854,1568,science
11855,1569,TEDx
11856,1569,animals
11857,1569,memory
11858,1569,neuroscience
11859,1570,culture
11860,1570,global
11861,1570,issues
11862,1570,sports
11863,1570,violence
11864,1570,war
11865,1571,humor
11866,1571,math
11867,1572,body
11868,1572,language
11869,1572,health
11870,1572,psychology
11871,1573,business
11872,1573,economics
11873,1573,global
11874,1573,issues
11875,1573,inequality
11876,1573,money
11877,1574,art
11878,1574,creativity
11879,1574,design
11880,1574,painting
11881,1574,photography
11882,1575,activism
11883,1575,animals
11884,1575,biodiversity
11885,1575,climate
11886,1575,change
11887,1575,community
11888,1575,conservation
11889,1575,deextinction
11890,1575,ecology
11891,1575,environment
11892,1575,oceans
11893,1575,science
11894,1575,sustainability
11895,1576,collaboration
11896,1576,design
11897,1576,museums
11898,1577,Blindness
11899,1577,TEDx
11900,1577,books
11901,1577,choice
11902,1577,design
11903,1577,disability
11904,1577,sight
11905,1577,technology
11906,1578,big
11907,1578,problems
11908,1578,disease
11909,1578,global
11910,1578,issues
11911,1578,history
11912,1578,insects
11913,1579,crime
11914,1579,entertainment
11915,1580,crime
11916,1580,finance
11917,1580,technology
11918,1581,agriculture
11919,1581,animals
11920,1581,bees
11921,1581,big
11922,1581,problems
11923,1581,biodiversity
11924,1581,botany
11925,1581,climate
11926,1581,change
11927,1581,conservation
11928,1581,ecology
11929,1581,environment
11930,1581,food
11931,1581,garden
11932,1581,green
11933,1581,history
11934,1581,insects
11935,1581,plants
11936,1581,pollution
11937,1581,science
11938,1581,sustainability
11939,1582,TED
11940,1582,Fellows
11941,1582,algorithm
11942,1582,complexity
11943,1582,data
11944,1582,technology
11945,1583,Bioethics
11946,1583,activism
11947,1583,agriculture
11948,1583,animals
11949,1583,conservation
11950,1583,environment
11951,1583,fashion
11952,1583,food
11953,1583,future
11954,1583,global
11955,1583,issues
11956,1583,innovation
11957,1583,materials
11958,1583,medical
11959,1583,research
11960,1583,molecular
11961,1583,biology
11962,1583,science
11963,1583,social
11964,1583,change
11965,1583,sustainability
11966,1583,synthetic
11967,1583,biology
11968,1584,cities
11969,1584,global
11970,1584,issues
11971,1584,politics
11972,1585,Bioethics
11973,1585,brain
11974,1585,cognitive
11975,1585,science
11976,1585,crime
11977,1585,medical
11978,1585,research
11979,1585,memory
11980,1585,mental
11981,1585,health
11982,1585,mind
11983,1585,morality
11984,1585,neuroscience
11985,1585,psychology
11986,1585,science
11987,1585,sight
11988,1586,curiosity
11989,1586,education
11990,1586,humor
11991,1586,mind
11992,1586,neuroscience
11993,1586,science
11994,1586,student
11995,1586,teaching
11996,1587,TEDx
11997,1587,global
11998,1587,issues
11999,1587,government
12000,1587,philosophy
12001,1587,trust
12002,1588,culture
12003,1588,education
12004,1589,TEDx
12005,1589,depression
12006,1589,mental
12007,1589,health
12008,1589,suicide
12009,1589,youth
12010,1590,ancient
12011,1590,world
12012,1590,entertainment
12013,1590,history
12014,1590,storytelling
12015,1590,war
12016,1591,death
12017,1591,world
12018,1591,cultures
12019,1592,algorithm
12020,1592,culture
12021,1592,data
12022,1592,love
12023,1592,technology
12024,1593,art
12025,1593,beauty
12026,1593,creativity
12027,1593,demo
12028,1593,film
12029,1593,microbiology
12030,1593,nanoscale
12031,1593,photography
12032,1593,physics
12033,1593,science
12034,1593,science
12035,1593,and
12036,1593,art
12037,1593,sound
12038,1594,NASA
12039,1594,astronomy
12040,1594,space
12041,1594,technology
12042,1595,Debate
12043,1595,big
12044,1595,problems
12045,1595,business
12046,1595,social
12047,1595,change
12048,1596,Debate
12049,1596,business
12050,1596,social
12051,1596,change
12052,1597,architecture
12053,1597,cities
12054,1597,design
12055,1597,infrastructure
12056,1597,transportation
12057,1598,Foreign
12058,1598,Policy
12059,1598,Iran
12060,1598,Middle
12061,1598,East
12062,1598,global
12063,1598,issues
12064,1598,government
12065,1598,peace
12066,1598,politics
12067,1599,disease
12068,1599,health
12069,1599,medicine
12070,1599,violence
12071,1600,culture
12072,1600,literature
12073,1600,social
12074,1600,media
12075,1600,storytelling
12076,1600,technology
12077,1600,writing
12078,634,cities
12079,634,culture
12080,634,design
12081,634,transportation
12082,1602,culture
12083,1602,death
12084,1602,health
12085,1602,care
12086,1602,life
12087,1603,cities
12088,1603,creativity
12089,1603,culture
12090,1603,design
12091,1603,photography
12092,1604,business
12093,1604,policy
12094,1604,privacy
12095,1604,social
12096,1604,media
12097,1604,technology
12098,1605,art
12099,1605,culture
12100,1605,dance
12101,1605,identity
12102,1605,performance
12103,1605,art
12104,1606,business
12105,1606,culture
12106,1606,design
12107,1606,global
12108,1606,issues
12109,1606,sustainability
12110,1607,Africa
12111,1607,business
12112,1607,economics
12113,1607,global
12114,1607,issues
12115,1608,books
12116,1608,culture
12117,1608,literature
12118,1608,love
12119,1608,relationships
12120,1608,sex
12121,1608,writing
12122,1609,String
12123,1609,theory
12124,1609,TEDx
12125,1609,dark
12126,1609,matter
12127,1609,energy
12128,1609,exploration
12129,1609,nanoscale
12130,1609,physics
12131,1609,science
12132,1609,universe
12133,1610,Africa
12134,1610,TED
12135,1610,Fellows
12136,1610,architecture
12137,1610,design
12138,1611,business
12139,1611,economics
12140,1611,finance
12141,1611,government
12142,1611,innovation
12143,1611,investment
12144,1611,technology
12145,1611,women
12146,1611,in
12147,1611,business
12148,1612,Anthropocene
12149,1612,TEDx
12150,1612,agriculture
12151,1612,biology
12152,1612,botany
12153,1612,ecology
12154,1612,farming
12155,1612,food
12156,1612,plants
12157,1612,science
12158,1613,communication
12159,1613,culture
12160,1613,entertainment
12161,1613,storytelling
12162,1613,technology
12163,1614,adventure
12164,1614,disaster
12165,1614,relief
12166,1614,nuclear
12167,1614,energy
12168,1615,Asia
12169,1615,culture
12170,1615,demo
12171,1615,invention
12172,1616,business
12173,1616,global
12174,1616,issues
12175,1616,innovation
12176,1616,narcotics
12177,1616,terrorism
12178,1617,anthropology
12179,1617,business
12180,1617,culture
12181,1617,sanitation
12182,1618,animals
12183,1618,biology
12184,1618,biotech
12185,1618,brain
12186,1618,cyborg
12187,1618,disability
12188,1618,health
12189,1618,care
12190,1618,innovation
12191,1618,medical
12192,1618,research
12193,1618,medicine
12194,1618,neuroscience
12195,1618,science
12196,1618,technology
12197,1619,Internet
12198,1619,Surveillance
12199,1619,computers
12200,1619,global
12201,1619,issues
12202,1619,security
12203,1619,technology
12204,1619,terrorism
12205,1620,entertainment
12206,1620,magic
12207,1620,math
12208,1621,Africa
12209,1621,Asia
12210,1621,china
12211,1621,democracy
12212,1621,economics
12213,1621,global
12214,1621,issues
12215,1621,infrastructure
12216,1621,politics
12217,1622,Blindness
12218,1622,Senses
12219,1622,agriculture
12220,1622,design
12221,1622,sight
12222,1622,urban
12223,1622,planning
12224,1623,Africa
12225,1623,entrepreneur
12226,1623,global
12227,1623,issues
12228,1623,innovation
12229,1623,peace
12230,1623,violence
12231,1624,health
12232,1624,health
12233,1624,care
12234,1624,medical
12235,1624,research
12236,1624,public
12237,1624,health
12238,1625,entertainment
12239,1625,gaming
12240,1625,performance
12241,1626,animals
12242,1626,drones
12243,1626,global
12244,1626,issues
12245,1626,sustainability
12246,1627,Africa
12247,1627,Natural
12248,1627,resources
12249,1627,animals
12250,1627,biodiversity
12251,1627,botany
12252,1627,climate
12253,1627,change
12254,1627,conservation
12255,1627,drones
12256,1627,ecology
12257,1627,environment
12258,1627,green
12259,1627,map
12260,1627,mining
12261,1627,nature
12262,1627,photography
12263,1627,plants
12264,1627,science
12265,1627,technology
12266,1627,trees
12267,1627,visualizations
12268,1627,weather
12269,1628,TEDx
12270,1628,culture
12271,1628,disability
12272,1628,technology
12273,1629,drones
12274,1629,infrastructure
12275,1629,technology
12276,1629,transportation
12277,1630,brain
12278,1630,cognitive
12279,1630,science
12280,1630,consciousness
12281,1630,intelligence
12282,1630,memory
12283,1630,mind
12284,1630,neuroscience
12285,1630,productivity
12286,1630,psychology
12287,1630,science
12288,1631,aging
12289,1631,culture
12290,1631,social
12291,1631,change
12292,1632,Brazil
12293,1632,brain
12294,1632,evolution
12295,1632,neuroscience
12296,1633,culture
12297,1633,faith
12298,1633,happiness
12299,1634,business
12300,1634,economics
12301,1634,social
12302,1634,change
12303,1635,TEDx
12304,1635,biology
12305,1635,illness
12306,1635,medical
12307,1635,research
12308,1636,entertainment
12309,1636,journalism
12310,1636,media
12311,1636,news
12312,1636,politics
12313,1637,TED
12314,1637,Fellows
12315,1637,adventure
12316,1637,exploration
12317,1637,oceans
12318,1637,open-source
12319,1637,robots
12320,1637,technology
12321,1638,South
12322,1638,America
12323,1638,cities
12324,1638,design
12325,1638,infrastructure
12326,1638,sustainability
12327,1639,Africa
12328,1639,culture
12329,1639,nature
12330,1640,Africa
12331,1640,architecture
12332,1640,sustainability
12333,1641,TEDYouth
12334,1641,exploration
12335,1642,TEDx
12336,1642,culture
12337,1642,death
12338,1642,history
12339,1642,humanity
12340,1642,philosophy
12341,1643,consumerism
12342,1643,culture
12343,1643,transportation
12344,1644,business
12345,1644,cities
12346,1644,culture
12347,1644,infrastructure
12348,1645,economics
12349,1645,infrastructure
12350,1645,technology
12351,1646,TEDx
12352,1646,culture
12353,1646,depression
12354,1646,medicine
12355,1646,mental
12356,1646,health
12357,1646,suicide
12358,1647,design
12359,1647,innovation
12360,1648,TEDx
12361,1648,behavioral
12362,1648,economics
12363,1648,psychology
12364,1649,aging
12365,1649,culture
12366,1649,extreme
12367,1649,sports
12368,1649,goal-setting
12369,1650,cities
12370,1650,health
12371,1650,obesity
12372,1651,comedy
12373,1651,entertainment
12374,1651,humor
12375,1651,women
12376,1652,TEDx
12377,1652,culture
12378,1652,language
12379,1652,poetry
12380,1653,business
12381,1653,cancer
12382,1653,finance
12383,1653,medical
12384,1653,research
12385,1653,medicine
12386,1653,pharmaceuticals
12387,1654,health
12388,1654,neuroscience
12389,1654,obesity
12390,1655,TEDx
12391,1655,books
12392,1655,computers
12393,1655,history
12394,1655,library
12395,1655,map
12396,1655,technology
12397,1656,TED
12398,1656,Fellows
12399,1656,entertainment
12400,1656,music
12401,1656,technology
12402,1657,business
12403,1657,sustainability
12404,1658,Bioethics
12405,1658,Vaccines
12406,1658,biology
12407,1658,biotech
12408,1658,demo
12409,1658,disease
12410,1658,future
12411,1658,health
12412,1658,health
12413,1658,care
12414,1658,illness
12415,1658,innovation
12416,1658,medical
12417,1658,research
12418,1658,medicine
12419,1658,microbiology
12420,1658,nanoscale
12421,1658,pharmaceuticals
12422,1658,product
12423,1658,design
12424,1658,public
12425,1658,health
12426,1658,science
12427,1658,technology
12428,1659,Gender
12429,1659,equality
12430,1659,feminism
12431,1659,leadership
12432,1659,women
12433,1659,women
12434,1659,in
12435,1659,business
12436,1659,work
12437,1660,TEDx
12438,1660,art
12439,1660,design
12440,1660,history
12441,1660,museums
12442,1661,AI
12443,1661,TEDx
12444,1661,entertainment
12445,1661,jazz
12446,1661,music
12447,1661,robots
12448,1661,technology
12449,1662,Egypt
12450,1662,Middle
12451,1662,East
12452,1662,TED
12453,1662,Fellows
12454,1662,culture
12455,1662,relationships
12456,1662,sex
12457,1663,depression
12458,1663,health
12459,1663,heart
12460,1663,health
12461,1663,women
12462,1664,business
12463,1664,leadership
12464,1664,productivity
12465,1664,work
12466,1665,communication
12467,1665,entertainment
12468,1665,fear
12469,1666,Internet
12470,1666,education
12471,1666,teaching
12472,1666,technology
12473,1667,crime
12474,1667,data
12475,1668,TEDYouth
12476,1668,activism
12477,1668,toy
12478,1668,youth
12479,1669,TEDx
12480,1669,animals
12481,1669,complexity
12482,1670,animation
12483,1670,creativity
12484,1670,entrepreneur
12485,1671,gender
12486,1671,violence
12487,1671,women
12488,1672,map
12489,1672,space
12490,1672,technology
12491,1673,architecture
12492,1673,cities
12493,1673,design
12494,1673,infrastructure
12495,1674,AI
12496,1674,TEDx
12497,1674,brain
12498,1674,cognitive
12499,1674,science
12500,1674,cosmos
12501,1674,engineering
12502,1674,extraterrestrial
12503,1674,life
12504,1674,future
12505,1674,gaming
12506,1674,intelligence
12507,1674,machine
12508,1674,learning
12509,1674,math
12510,1674,mind
12511,1674,neuroscience
12512,1674,physics
12513,1674,programming
12514,1674,robots
12515,1674,science
12516,1674,software
12517,1674,universe
12518,1675,TED
12519,1675,Fellows
12520,1675,art
12521,1675,creativity
12522,1675,interface
12523,1675,design
12524,1676,TEDx
12525,1676,democracy
12526,1676,journalism
12527,1676,media
12528,1676,politics
12529,1677,design
12530,1677,green
12531,1677,sustainability
12532,1678,business
12533,1678,finance
12534,1678,investment
12535,1678,sustainability
12536,1679,biomimicry
12537,1679,biotech
12538,1679,cyborg
12539,1679,disability
12540,1679,engineering
12541,1679,hearing
12542,1679,identity
12543,1679,innovation
12544,1679,prosthetics
12545,1679,science
12546,1679,self
12547,1679,sound
12548,1679,speech
12549,1679,technology
12550,1679,vocals
12551,1680,TEDx
12552,1680,culture
12553,1680,love
12554,1680,philosophy
12555,1680,relationships
12556,1681,biology
12557,1681,biomechanics
12558,1681,biotech
12559,1681,design
12560,1681,engineering
12561,1681,future
12562,1681,health
12563,1681,health
12564,1681,care
12565,1681,materials
12566,1681,medical
12567,1681,research
12568,1681,medicine
12569,1681,molecular
12570,1681,biology
12571,1681,science
12572,1681,synthetic
12573,1681,biology
12574,1681,technology
12575,1682,business
12576,1682,leadership
12577,1682,motivation
12578,1682,women
12579,1682,in
12580,1682,business
12581,1683,culture
12582,1683,relationships
12583,1683,sex
12584,1684,Gender
12585,1684,equality
12586,1684,TEDx
12587,1684,culture
12588,1684,empathy
12589,1684,happiness
12590,1685,aging
12591,1685,biotech
12592,1685,brain
12593,1685,cognitive
12594,1685,science
12595,1685,disability
12596,1685,future
12597,1685,health
12598,1685,health
12599,1685,care
12600,1685,innovation
12601,1685,medical
12602,1685,research
12603,1685,medicine
12604,1685,molecular
12605,1685,biology
12606,1685,neuroscience
12607,1685,science
12608,1685,synthetic
12609,1685,biology
12610,1686,cities
12611,1686,software
12612,1686,urban
12613,1686,planning
12614,1687,economics
12615,1687,global
12616,1687,issues
12617,1687,poverty
12618,1688,TEDYouth
12619,1688,astronomy
12620,1688,dark
12621,1688,matter
12622,1688,energy
12623,1688,physics
12624,1688,science
12625,1688,space
12626,1688,universe
12627,1688,youth
12628,1689,business
12629,1689,finance
12630,1689,global
12631,1689,issues
12632,1690,Surgery
12633,1690,biotech
12634,1690,brain
12635,1690,cognitive
12636,1690,science
12637,1690,computers
12638,1690,creativity
12639,1690,engineering
12640,1690,intelligence
12641,1690,interface
12642,1690,design
12643,1690,medical
12644,1690,imaging
12645,1690,medical
12646,1690,research
12647,1690,memory
12648,1690,neuroscience
12649,1690,science
12650,1690,technology
12651,1690,visualizations
12652,1691,business
12653,1691,economics
12654,1692,Internet
12655,1692,Surveillance
12656,1692,TED
12657,1692,Fellows
12658,1692,business
12659,1692,government
12660,1693,DNA
12661,1693,TED
12662,1693,Fellows
12663,1693,art
12664,1694,TED
12665,1694,Fellows
12666,1694,global
12667,1694,issues
12668,1694,health
12669,1694,physics
12670,1695,disability
12671,1695,language
12672,1695,speech
12673,1695,technology
12674,1696,Gender
12675,1696,equality
12676,1696,inequality
12677,1696,men
12678,1696,policy
12679,1696,women
12680,1696,work
12681,1696,work-life
12682,1696,balance
12683,1697,Africa
12684,1697,innovation
12685,1697,technology
12686,1698,animals
12687,1698,biology
12688,1698,sex
12689,1699,brain
12690,1699,consciousness
12691,1699,culture
12692,1699,philosophy
12693,1699,psychology
12694,1700,behavioral
12695,1700,economics
12696,1700,brain
12697,1700,cognitive
12698,1700,science
12699,1700,crime
12700,1700,culture
12701,1700,empathy
12702,1700,global
12703,1700,issues
12704,1700,morality
12705,1700,neuroscience
12706,1700,prison
12707,1700,psychology
12708,1700,science
12709,1701,Internet
12710,1701,Surveillance
12711,1701,journalism
12712,1701,law
12713,1702,adventure
12714,1702,culture
12715,1702,fear
12716,1702,life
12717,1702,live
12718,1702,music
12719,1702,space
12720,1703,TED
12721,1703,Prize
12722,1703,business
12723,1703,corruption
12724,1703,global
12725,1703,issues
12726,1704,Surveillance
12727,1704,culture
12728,1704,global
12729,1704,issues
12730,1704,government
12731,1704,law
12732,1705,AI
12733,1705,TED
12734,1705,Brain
12735,1705,Trust
12736,1705,algorithm
12737,1705,business
12738,1705,intelligence
12739,1706,education
12740,1706,family
12741,1706,feminism
12742,1706,global
12743,1706,issues
12744,1706,women
12745,1707,ancient
12746,1707,world
12747,1707,architecture
12748,1707,design
12749,1707,engineering
12750,1708,animals
12751,1708,biodiversity
12752,1708,biology
12753,1708,brain
12754,1708,insects
12755,1708,microbes
12756,1708,microbiology
12757,1708,mind
12758,1708,nanoscale
12759,1708,science
12760,1709,security
12761,1709,social
12762,1709,media
12763,1709,technology
12764,1710,dance
12765,1710,exoskeleton
12766,1710,prosthetics
12767,1710,technology
12768,1711,Gender
12769,1711,equality
12770,1711,LGBT
12771,1711,Transgender
12772,1711,activism
12773,1711,beauty
12774,1711,fashion
12775,1711,gender
12776,1711,identity
12777,1711,inequality
12778,1712,dance
12779,1712,genetics
12780,1712,music
12781,1713,astronomy
12782,1713,big
12783,1713,bang
12784,1713,physics
12785,1713,space
12786,1713,time
12787,1713,universe
12788,1714,activism
12789,1714,business
12790,1714,money
12791,1714,philanthropy
12792,1715,TEDx
12793,1715,data
12794,1715,social
12795,1715,media
12796,1715,sociology
12797,1715,technology
12798,1716,corruption
12799,1716,democracy
12800,1716,government
12801,1716,politics
12802,1717,architecture
12803,1717,cities
12804,1718,education
12805,1718,innovation
12806,1718,magic
12807,1718,presentation
12808,1718,religion
12809,1718,science
12810,1718,social
12811,1718,change
12812,1718,storytelling
12813,1718,teaching
12814,1719,bacteria
12815,1719,film
12816,1719,insects
12817,1719,nanoscale
12818,1719,nature
12819,1719,photography
12820,1720,Senses
12821,1720,TED
12822,1720,Fellows
12823,1720,global
12824,1720,issues
12825,1720,prosthetics
12826,1720,technology
12827,1721,Guns
12828,1721,violence
12829,1722,introvert
12830,1722,philosophy
12831,1722,psychology
12832,1722,self
12833,1722,success
12834,1723,culture
12835,1723,family
12836,1723,parenting
12837,1724,LGBT
12838,1724,TEDx
12839,1724,Transgender
12840,1724,gender
12841,1724,medicine
12842,1724,youth
12843,1725,Planets
12844,1725,astronomy
12845,1725,science
12846,1725,space
12847,1725,technology
12848,1725,telescopes
12849,1726,design
12850,1726,industrial
12851,1726,design
12852,1726,typography
12853,1727,art
12854,1727,failure
12855,1727,motivation
12856,1728,alternative
12857,1728,energy
12858,1728,energy
12859,1728,future
12860,1728,industrial
12861,1728,design
12862,1728,nuclear
12863,1728,energy
12864,1728,physics
12865,1728,science
12866,1728,sustainability
12867,1728,visualizations
12868,1729,TEDx
12869,1729,biomimicry
12870,1729,design
12871,1729,oceans
12872,1729,sports
12873,1730,Senses
12874,1730,TED
12875,1730,Fellows
12876,1730,computers
12877,1730,design
12878,1730,interface
12879,1730,design
12880,1730,programming
12881,1731,creativity
12882,1731,failure
12883,1731,success
12884,1731,writing
12885,1732,Autism
12886,1732,spectrum
12887,1732,disorder
12888,1732,DNA
12889,1732,Vaccines
12890,1732,biology
12891,1732,children
12892,1732,cognitive
12893,1732,science
12894,1732,disability
12895,1732,disease
12896,1732,family
12897,1732,genetics
12898,1732,health
12899,1732,medical
12900,1732,research
12901,1732,medicine
12902,1732,mental
12903,1732,health
12904,1732,neuroscience
12905,1732,pregnancy
12906,1732,psychology
12907,1732,science
12908,1733,DNA
12909,1733,genetics
12910,1733,innovation
12911,1733,physiology
12912,1733,science
12913,1733,sports
12914,1734,Blindness
12915,1734,TED
12916,1734,Fellows
12917,1734,health
12918,1734,invention
12919,1734,public
12920,1734,health
12921,1734,sight
12922,1735,algorithm
12923,1735,botany
12924,1735,climate
12925,1735,change
12926,1735,code
12927,1735,computers
12928,1735,data
12929,1735,ecology
12930,1735,environment
12931,1735,future
12932,1735,green
12933,1735,math
12934,1735,pollution
12935,1735,prediction
12936,1735,science
12937,1735,visualizations
12938,1735,water
12939,1735,weather
12940,1736,future
12941,1736,humor
12942,1736,performance
12943,1736,theater
12944,1737,business
12945,1737,communication
12946,1737,inequality
12947,1737,race
12948,1737,women
12949,1737,in
12950,1737,business
12951,1738,entertainment
12952,1738,magic
